age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
43,blue-collar,married,primary,no,487,yes,no,unknown,7,5,2,0,unknown,no
46,blue-collar,married,primary,no,174,no,yes,cellular,15,7,1,0,unknown,no
23,student,single,secondary,no,9216,no,no,cellular,5,6,2,0,unknown,no
60,retired,married,secondary,no,197,no,no,cellular,7,10,1,0,unknown,no
31,blue-collar,married,primary,no,0,yes,yes,unknown,12,5,4,0,unknown,no
38,technician,married,secondary,no,7696,yes,no,cellular,20,11,2,0,unknown,no
40,blue-collar,married,secondary,no,271,yes,no,unknown,29,5,2,0,unknown,no
47,services,divorced,secondary,no,691,no,no,cellular,6,2,6,0,unknown,no
34,blue-collar,married,secondary,no,470,yes,yes,cellular,20,4,1,0,unknown,no
29,management,married,tertiary,no,877,no,no,cellular,3,2,3,0,unknown,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,4,2,0,unknown,no
29,technician,single,secondary,no,778,yes,no,unknown,6,6,2,0,unknown,no
49,blue-collar,married,primary,no,365,no,no,unknown,26,5,2,0,unknown,no
28,management,single,tertiary,no,0,no,no,telephone,27,5,2,0,unknown,no
42,technician,married,secondary,no,2,no,no,unknown,29,5,2,0,unknown,no
81,retired,married,secondary,no,1,no,no,cellular,19,8,5,0,unknown,no
32,admin.,single,secondary,no,116,no,yes,cellular,16,7,2,0,unknown,no
43,management,married,secondary,no,481,yes,no,telephone,18,11,1,2,other,no
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,5,1,2,failure,no
39,self-employed,married,secondary,no,167,yes,yes,cellular,17,7,1,0,unknown,no
36,services,married,secondary,no,257,yes,no,cellular,12,5,2,0,unknown,no
37,blue-collar,single,primary,no,851,yes,no,cellular,15,5,1,1,failure,no
28,unemployed,single,secondary,no,16,no,no,cellular,12,8,4,0,unknown,no
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,7,2,0,unknown,yes
36,management,married,secondary,no,80,yes,no,unknown,30,5,3,0,unknown,no
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,7,2,0,unknown,no
50,unemployed,married,secondary,no,3357,no,no,cellular,9,6,4,0,unknown,yes
33,technician,married,secondary,no,-163,yes,yes,cellular,8,8,2,0,unknown,no
37,technician,married,tertiary,no,6968,no,no,cellular,1,6,1,0,unknown,no
47,admin.,divorced,secondary,no,1139,yes,no,cellular,11,7,2,0,unknown,no
28,technician,single,tertiary,no,102,no,no,cellular,28,1,2,0,unknown,no
44,technician,married,secondary,no,10888,yes,no,cellular,5,8,1,0,unknown,no
46,management,married,tertiary,no,-3,no,no,cellular,28,8,2,0,unknown,no
52,management,single,tertiary,no,83,no,no,cellular,26,8,6,0,unknown,yes
19,student,single,unknown,no,1169,no,no,cellular,6,2,18,0,unknown,no
48,admin.,married,primary,no,607,no,no,unknown,20,6,2,0,unknown,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,11,1,0,unknown,no
35,technician,married,secondary,no,327,yes,no,cellular,13,4,3,0,unknown,no
56,management,married,tertiary,no,856,yes,yes,cellular,4,2,4,7,other,no
35,technician,single,secondary,no,-51,no,no,unknown,2,7,2,0,unknown,no
34,admin.,single,secondary,no,846,yes,no,cellular,17,4,2,0,unknown,no
58,retired,married,secondary,no,225,no,no,cellular,7,8,6,0,unknown,no
48,management,divorced,tertiary,no,507,yes,no,cellular,9,4,1,0,unknown,no
42,blue-collar,married,unknown,no,-406,yes,no,cellular,30,7,5,0,unknown,no
33,management,single,secondary,no,-424,yes,no,unknown,26,5,1,0,unknown,no
32,blue-collar,married,secondary,no,101,yes,no,unknown,19,5,4,0,unknown,no
34,blue-collar,single,secondary,no,186,no,no,cellular,2,2,1,0,unknown,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,1,1,3,failure,no
46,management,married,tertiary,no,273,yes,no,cellular,18,3,2,4,success,yes
52,management,divorced,tertiary,no,907,yes,no,unknown,4,6,2,0,unknown,no
29,management,single,tertiary,no,1026,no,no,cellular,12,11,1,1,other,yes
33,management,single,tertiary,no,3170,no,no,cellular,28,10,2,0,unknown,no
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,5,2,0,unknown,no
56,services,married,secondary,no,705,yes,no,unknown,29,5,2,0,unknown,no
53,management,married,primary,no,995,no,no,cellular,4,2,3,0,unknown,no
40,services,married,primary,no,33,no,no,unknown,26,5,3,0,unknown,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,11,2,5,failure,no
30,management,single,tertiary,no,940,no,no,cellular,8,8,2,0,unknown,no
50,management,married,tertiary,no,-470,yes,no,cellular,8,5,2,3,failure,no
37,technician,single,secondary,no,61,yes,no,unknown,19,5,8,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,30,7,7,0,unknown,no
35,unknown,married,primary,no,365,no,no,cellular,29,8,2,0,unknown,no
49,technician,married,secondary,no,5996,no,no,telephone,21,11,2,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,27,5,2,0,unknown,no
49,technician,married,secondary,no,4667,yes,no,unknown,19,5,2,0,unknown,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,2,4,1,failure,no
57,technician,married,primary,no,0,no,no,unknown,5,6,8,0,unknown,no
54,blue-collar,married,unknown,no,191,no,no,cellular,4,8,2,0,unknown,no
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,5,1,0,unknown,no
30,blue-collar,single,primary,no,185,no,no,unknown,26,6,1,0,unknown,no
47,technician,divorced,tertiary,no,477,yes,no,telephone,7,5,1,1,failure,no
39,technician,divorced,secondary,no,902,yes,no,cellular,10,2,2,5,failure,yes
58,retired,married,primary,no,565,no,no,telephone,7,7,1,0,unknown,yes
30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,5,5,0,unknown,no
37,blue-collar,married,unknown,no,897,yes,no,cellular,13,4,2,2,failure,no
84,retired,divorced,primary,no,639,no,no,telephone,18,5,3,0,unknown,yes
29,technician,single,tertiary,no,452,yes,no,cellular,11,5,1,0,unknown,no
34,admin.,married,secondary,no,613,yes,no,cellular,4,6,1,0,unknown,no
53,services,divorced,secondary,no,-905,yes,no,unknown,28,5,1,0,unknown,no
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,5,3,0,unknown,yes
27,blue-collar,single,primary,no,1209,no,no,cellular,29,1,1,0,unknown,no
44,admin.,divorced,secondary,no,432,no,no,cellular,9,2,3,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,5,3,0,unknown,no
41,technician,married,secondary,no,77,yes,no,cellular,7,5,1,0,unknown,no
31,technician,single,secondary,no,691,yes,no,cellular,8,5,1,0,unknown,no
39,blue-collar,married,primary,no,3705,yes,no,unknown,16,6,1,0,unknown,no
59,retired,divorced,primary,no,7179,no,no,cellular,5,2,1,0,unknown,no
24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,5,2,0,unknown,no
36,blue-collar,married,primary,no,1177,no,no,cellular,15,4,1,4,success,yes
56,admin.,married,secondary,no,1270,yes,no,cellular,17,11,2,2,other,no
41,blue-collar,married,primary,no,7735,yes,no,cellular,20,11,1,1,failure,no
43,management,married,primary,no,8167,yes,no,unknown,19,5,2,0,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,5,3,0,unknown,no
45,management,divorced,tertiary,no,959,no,no,unknown,18,6,1,0,unknown,no
43,technician,single,secondary,no,11269,no,no,unknown,29,5,1,0,unknown,no
31,management,single,tertiary,no,62,yes,no,cellular,18,5,1,5,failure,no
49,self-employed,married,secondary,no,2576,yes,no,cellular,15,5,6,0,unknown,no
51,blue-collar,divorced,primary,no,837,no,no,telephone,30,7,2,0,unknown,no
42,technician,married,secondary,no,440,yes,no,cellular,3,2,5,0,unknown,no
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,7,3,0,unknown,no
32,management,single,tertiary,no,656,yes,yes,cellular,20,4,2,0,unknown,no
28,technician,single,secondary,no,389,yes,no,cellular,11,5,7,0,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,23,5,4,0,unknown,no
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,7,1,0,unknown,no
36,technician,married,tertiary,no,491,yes,no,unknown,8,5,3,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,5,1,2,failure,no
54,retired,married,secondary,no,3671,no,no,unknown,11,6,3,0,unknown,no
31,blue-collar,married,primary,no,352,yes,no,unknown,19,5,9,0,unknown,no
37,blue-collar,married,secondary,no,140,yes,yes,cellular,7,5,1,0,unknown,no
25,blue-collar,single,secondary,no,913,yes,no,cellular,7,7,4,0,unknown,no
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,11,1,1,failure,no
40,admin.,single,secondary,no,2378,yes,no,unknown,2,6,1,0,unknown,no
47,management,single,tertiary,no,153,yes,no,cellular,18,11,2,0,unknown,no
49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,11,1,2,failure,no
54,technician,married,secondary,no,2225,no,yes,cellular,13,8,2,0,unknown,no
60,retired,married,secondary,no,262,no,no,cellular,18,8,4,0,unknown,no
48,technician,married,secondary,no,4265,yes,no,unknown,13,5,2,0,unknown,no
32,admin.,married,secondary,no,76,yes,no,unknown,21,5,2,0,unknown,no
50,blue-collar,divorced,primary,no,-10,no,yes,cellular,10,7,6,0,unknown,no
33,blue-collar,married,primary,no,1209,yes,no,cellular,16,4,1,0,unknown,no
57,management,married,tertiary,no,1602,no,no,cellular,29,7,3,0,unknown,no
24,blue-collar,married,secondary,no,9,yes,no,unknown,27,5,7,0,unknown,no
37,blue-collar,single,primary,no,6969,yes,no,unknown,20,5,1,0,unknown,no
36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,5,2,0,unknown,no
49,blue-collar,married,secondary,no,171,no,no,cellular,4,2,3,2,other,no
54,management,divorced,tertiary,no,3222,no,no,cellular,14,8,2,0,unknown,no
70,retired,married,secondary,no,616,no,no,cellular,27,4,2,1,failure,no
38,management,single,tertiary,no,1704,no,no,cellular,1,9,1,0,unknown,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,7,10,0,unknown,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,10,1,0,unknown,no
37,unknown,married,unknown,no,1699,no,no,unknown,9,6,1,0,unknown,no
44,management,married,tertiary,no,724,yes,no,cellular,17,11,2,1,failure,no
47,admin.,divorced,secondary,no,225,no,no,cellular,28,8,4,0,unknown,yes
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,5,1,1,failure,no
49,management,married,tertiary,no,87,no,no,cellular,29,1,1,0,unknown,no
42,blue-collar,married,primary,no,0,yes,no,cellular,17,7,1,0,unknown,no
38,blue-collar,married,primary,no,3419,yes,no,unknown,20,6,5,0,unknown,no
41,management,married,tertiary,no,5883,no,no,cellular,20,11,2,0,unknown,no
47,technician,married,secondary,no,57,no,no,cellular,5,5,1,1,success,no
60,admin.,married,secondary,no,-396,yes,no,cellular,11,5,1,1,failure,no
38,management,married,tertiary,no,3452,no,no,cellular,13,8,2,0,unknown,no
32,admin.,married,secondary,no,1031,yes,no,cellular,17,7,1,0,unknown,no
29,housemaid,single,tertiary,no,19,no,no,cellular,5,2,2,2,success,yes
29,technician,single,tertiary,no,828,yes,no,cellular,16,4,3,3,other,no
60,management,single,tertiary,no,0,no,yes,cellular,23,7,1,0,unknown,no
58,retired,married,primary,no,0,no,no,cellular,4,8,1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,28,8,16,0,unknown,no
39,management,single,tertiary,no,416,no,no,cellular,23,10,4,0,unknown,no
54,blue-collar,married,secondary,no,1480,yes,no,unknown,14,5,1,0,unknown,no
29,student,single,unknown,no,2929,no,no,cellular,11,8,1,0,unknown,no
30,services,divorced,secondary,no,0,yes,no,cellular,13,5,1,0,unknown,no
36,services,divorced,secondary,no,1594,no,no,unknown,6,6,3,0,unknown,no
28,admin.,married,secondary,no,-97,yes,no,cellular,29,1,1,2,success,no
34,blue-collar,single,secondary,no,79,no,yes,cellular,20,11,1,0,unknown,no
48,technician,married,secondary,no,17,yes,yes,cellular,17,11,1,0,unknown,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,26,5,11,0,unknown,no
49,blue-collar,married,secondary,no,-55,no,no,unknown,17,6,3,0,unknown,no
47,admin.,married,secondary,no,310,yes,yes,telephone,14,8,6,0,unknown,no
38,blue-collar,married,primary,no,506,yes,yes,unknown,12,6,1,0,unknown,no
36,technician,divorced,secondary,no,666,yes,yes,cellular,3,4,1,1,other,no
46,blue-collar,married,primary,no,665,no,no,cellular,30,1,4,2,failure,no
29,services,divorced,secondary,no,330,yes,no,unknown,12,5,2,0,unknown,no
41,blue-collar,married,primary,no,0,yes,no,unknown,30,5,3,0,unknown,no
31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,5,2,0,unknown,no
36,technician,married,tertiary,no,60,no,no,cellular,19,8,2,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,23,5,2,0,unknown,no
50,housemaid,married,primary,no,0,no,no,unknown,20,6,2,0,unknown,no
31,technician,married,secondary,no,589,yes,yes,unknown,21,5,1,0,unknown,no
50,services,married,secondary,no,1572,yes,no,cellular,9,7,1,0,unknown,no
32,self-employed,married,primary,no,286,yes,no,cellular,6,8,1,0,unknown,no
54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,5,1,0,unknown,no
36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,11,1,1,failure,no
34,technician,married,secondary,no,50,no,no,cellular,11,8,3,0,unknown,no
36,services,married,secondary,no,338,no,no,unknown,14,5,1,0,unknown,no
29,technician,married,secondary,no,444,yes,no,cellular,21,7,4,0,unknown,no
36,technician,married,tertiary,no,629,yes,yes,cellular,29,12,1,1,failure,no
37,technician,married,secondary,no,4030,yes,no,unknown,26,5,5,0,unknown,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,7,1,0,unknown,no
51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,5,1,0,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,21,7,5,0,unknown,no
31,blue-collar,married,secondary,no,401,no,no,cellular,14,8,3,0,unknown,no
38,admin.,married,secondary,no,424,yes,no,cellular,17,4,1,0,unknown,no
26,technician,married,secondary,no,18,yes,yes,cellular,5,5,1,0,unknown,no
31,technician,married,secondary,no,119,yes,no,cellular,4,2,1,0,unknown,no
53,management,married,tertiary,no,146,no,no,unknown,30,5,1,0,unknown,no
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,2,2,0,unknown,yes
51,technician,married,secondary,no,18,no,yes,cellular,25,7,6,0,unknown,no
55,management,divorced,tertiary,no,481,yes,no,telephone,8,5,2,3,failure,no
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,7,2,0,unknown,no
47,blue-collar,married,secondary,no,3285,no,no,cellular,31,7,5,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,6,2,0,unknown,yes
49,services,married,secondary,no,1114,no,no,cellular,17,11,1,0,unknown,no
57,housemaid,married,primary,no,501,yes,yes,cellular,7,8,2,0,unknown,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,5,5,1,success,no
27,technician,single,secondary,no,235,yes,no,cellular,12,5,5,0,unknown,no
34,blue-collar,married,secondary,no,322,yes,no,cellular,20,4,3,0,unknown,no
42,entrepreneur,married,primary,no,149,no,no,cellular,20,8,2,0,unknown,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,7,3,0,unknown,no
34,technician,single,secondary,no,341,no,yes,cellular,29,1,1,3,failure,no
34,services,divorced,secondary,no,991,yes,no,cellular,6,5,1,1,failure,no
46,technician,married,tertiary,no,217,yes,no,cellular,14,5,1,2,other,no
49,management,married,secondary,no,362,yes,no,unknown,4,6,2,0,unknown,no
55,services,divorced,primary,no,2923,yes,no,unknown,15,5,2,0,unknown,no
31,services,single,secondary,no,469,no,yes,cellular,2,2,1,0,unknown,no
56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,6,2,0,unknown,no
42,admin.,divorced,secondary,no,63,no,no,unknown,16,5,6,0,unknown,no
25,student,single,secondary,no,1116,yes,no,cellular,2,3,3,0,unknown,no
47,services,married,secondary,no,51,yes,yes,unknown,16,5,1,0,unknown,no
35,blue-collar,married,primary,no,793,yes,no,cellular,17,4,1,0,unknown,no
32,management,married,tertiary,no,5878,no,no,cellular,19,8,2,0,unknown,no
54,blue-collar,married,primary,no,4503,no,no,telephone,21,11,3,0,unknown,no
29,services,divorced,secondary,no,92,yes,no,cellular,7,5,1,0,unknown,no
41,self-employed,married,tertiary,no,231,no,no,cellular,7,8,2,0,unknown,yes
34,admin.,married,secondary,no,61,no,yes,unknown,5,5,1,0,unknown,no
39,management,married,tertiary,no,0,yes,no,unknown,2,6,2,0,unknown,no
34,technician,married,tertiary,no,544,yes,yes,cellular,18,11,2,0,unknown,no
37,management,single,tertiary,no,876,yes,no,cellular,15,4,4,2,failure,no
47,services,married,secondary,no,0,yes,no,telephone,9,7,1,0,unknown,no
37,unemployed,married,unknown,no,4565,no,no,cellular,4,9,1,0,unknown,no
36,services,single,secondary,no,174,yes,no,unknown,7,5,2,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,5,2,0,unknown,no
32,management,single,tertiary,no,12607,no,no,cellular,14,8,5,1,failure,no
39,admin.,divorced,secondary,no,1022,yes,no,unknown,20,6,3,0,unknown,no
31,management,married,tertiary,no,271,no,no,cellular,18,11,1,0,unknown,no
28,student,single,secondary,no,378,yes,no,cellular,17,4,1,0,unknown,no
43,management,single,tertiary,no,1304,no,no,cellular,6,8,2,0,unknown,yes
41,blue-collar,married,secondary,no,338,yes,no,unknown,14,5,1,0,unknown,no
30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,5,3,0,unknown,no
29,services,married,primary,no,-102,no,no,unknown,4,7,1,0,unknown,no
40,technician,married,secondary,no,0,yes,yes,cellular,26,7,2,1,failure,no
49,blue-collar,married,primary,no,305,yes,yes,telephone,10,7,10,0,unknown,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,5,1,0,unknown,no
55,entrepreneur,married,secondary,no,204,no,no,cellular,14,7,13,0,unknown,no
35,technician,divorced,secondary,no,56,no,no,cellular,29,8,12,0,unknown,no
56,retired,married,secondary,no,1333,no,no,cellular,28,8,14,0,unknown,no
57,management,married,primary,no,-226,yes,no,unknown,4,6,1,0,unknown,no
31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,7,1,0,unknown,no
43,management,married,tertiary,no,291,yes,no,unknown,9,5,2,0,unknown,no
54,blue-collar,married,primary,no,211,no,no,unknown,19,6,2,0,unknown,no
32,student,single,tertiary,no,0,no,no,cellular,6,8,5,6,other,no
60,management,married,secondary,no,725,yes,no,cellular,8,7,1,0,unknown,no
32,admin.,single,tertiary,no,-59,no,yes,unknown,4,7,1,0,unknown,no
48,blue-collar,single,unknown,no,428,yes,no,cellular,18,5,1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,8,2,0,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,19,8,4,0,unknown,no
34,admin.,single,secondary,no,663,yes,no,cellular,20,4,1,0,unknown,no
43,technician,married,secondary,no,275,no,no,cellular,25,8,6,0,unknown,no
58,housemaid,married,primary,no,0,yes,no,telephone,9,7,1,0,unknown,no
36,blue-collar,single,secondary,no,168,yes,no,telephone,12,5,1,0,unknown,no
56,retired,married,primary,no,-1,no,no,cellular,27,8,23,0,unknown,no
25,services,single,secondary,no,368,no,no,telephone,25,7,1,0,unknown,no
27,management,single,tertiary,no,703,yes,no,unknown,5,6,3,0,unknown,yes
28,blue-collar,married,secondary,no,225,yes,yes,unknown,7,5,2,0,unknown,no
27,blue-collar,single,secondary,no,14,no,no,unknown,14,5,2,0,unknown,no
30,unemployed,married,primary,no,1787,no,no,cellular,19,10,1,0,unknown,no
52,management,single,tertiary,no,4,no,yes,cellular,28,7,9,0,unknown,no
36,technician,single,tertiary,no,40,no,no,cellular,26,8,3,0,unknown,no
52,blue-collar,married,primary,no,36,no,no,cellular,13,8,2,0,unknown,no
31,admin.,single,secondary,no,1588,yes,no,unknown,3,6,1,0,unknown,no
32,technician,single,secondary,no,29,no,no,cellular,19,8,2,0,unknown,no
